abstract,authors,citation,title,url
"ExcerptOBJECTIVES: To identify and summarize evidence from controlled trials on the efficacy of behavioral and physical treatments for migraine.SEARCH STRATEGY: A strategy combining the MeSH term “headache” (exploded) and a previously published strategy for identifying randomized controlled trials was used on the January 1966 to December 1996 MEDLINE database. Other computerized bibliographic databases, textbooks, and experts were also utilized.SELECTION CRITERIA: English-language controlled trials involving patients with migraine in which at least one treatment offered was a behavioral or physical treatment were selected.DATA COLLECTION AND ANALYSIS: Measures of headache index and headache frequency reported as group means (and standard deviations) were used to calculate standardized mean differences (or effect sizes). Where similar trials provided data, meta-analysis of efficacy measures was performed. The number of patients obtaining at least a 50% reduction in headache index, frequency, or severity was recorded and used to calculate odds ratios.MAIN RESULTS: Behavioral treatments for migraine have a consistent body of research indicating efficacy. Summary effect sizes from a meta-analysis of 18 trials suggest that relaxation training, thermal biofeedback combined with relaxation training, electromyographic (EMG) biofeedback, and cognitive-behavioral therapy are all modestly effective in treating migraine when compared to a wait-list control. Thermal biofeedback alone or combined with cognitive-behavioral therapy yielded similar effect sizes that failed to reach statistical significance. Physical treatments have been less often studied. Six small trials of acupuncture yielded mixed results. Other physical treatments for which controlled trials have been reported include transcutaneous electrical nerve stimulation (TENS) (2 trials), cervical mobilization and manipulation (1 trial), occlusal adjustment (1 trial), and hyperbaric oxygen (1 trial).CONCLUSIONS: Each of the behavioral therapies considered has modest efficacy for migraine. There is little information about which patients will benefit from particular behavioral approaches; the choice among them may, for the present, depend more on availability and acceptability than on data about efficacy. There are insufficient data about any of the physical treatments to draw conclusions about their efficacy.","Goslin RE, Gray RN, McCrory DC, Penzien D, Rains J, Hasselblad V",Not found,Behavioral and Physical Treatments for Migraine Headache.,https://www.ncbi.nlm.nih.gov/pubmed/20734517
"AbstractThe aim of this article is to present a standardized protocol of acupuncture for the management of migraine. A systematic review of available randomized controlled trials of acupuncture for migraineurs was conducted in the five following electronic databases: Cochrane Central Register of Controlled trials, MEDLINE, EMBASE, PsycINFO and CINAHL. Information of selected acupoints and treatment course was extracted from the included trials. Then we analyzed the treatment methods used in these trials, to identify any similarities of therapeutic approaches. Additionally, quality of all the included trials was assessed. At last, the extracted information of acupuncture protocols was analyzed, and the similarities of therapeutic approaches were summed up. Bilateral use of the following points is recommended: Fengchi (GB20), Taiyang (EX-HN5), etc. De-qi sensation is requested in acupuncture manipulating procedure, and manual stimulation is suggested. The optimal treatment frequency is twice a week with one week rest between the first 10 and the last 10 sessions. Additionally, the duration of one treatment session ought to be 30 minutes, while it is recommended to use about 20 needles in one session. The total duration of an acupuncture treatment should be at least 10 weeks. The protocol analyzed from trials with positive results is different from trials with negative in number of treatment sessions. Therefore in future trials, enough acupuncture treatment sessions should be fully considered.","Zheng H, Chen M, Wu X, Li Y, Liang FR",Am J Chin Med. 2010;38(4):639-50.,Manage migraine with acupuncture: a review of acupuncture protocols in randomized controlled trials.,https://www.ncbi.nlm.nih.gov/pubmed/20626050
"AbstractOBJECTIVE: To determine the effect of acupuncture on the phosphene threshold, by transcranial magnetic stimulation (TMS), and the clinical effect of acupuncture on headache frequency, duration and severity.METHODS: Twenty-one patients (16 women; mean age 46 years; range 23-61 years, 17 Chinese, 2 Malays, 2 Indians) underwent 10 acupuncture sessions scheduled twice a week for 5 weeks. The lowest TMS intensity to elicit phosphene perception is defined as the phosphene threshold. TMS was performed before the first and last sessions, and at 2 months' follow-up.RESULTS: Acupuncture resulted in reduction of headache frequency, duration and severity over the course of treatment. However, this was not accompanied by a corresponding increase in the phosphene threshold over a similar time course. The baseline threshold before acupuncture treatment had no predictive value for outcome of treatment.CONCLUSIONS: Although acupuncture was effective in treating migraine, the use of occipital cortex excitability as an adjunctive parameter to evaluate treatment response was not suitable. The relief of migraine with acupuncture may be related to separate neural pathways independent of occipital or visual processes in the human brain.","Lo YL, Cui SL, Lum SY, Chong SF, Siow HC",Acupunct Med. 2010 Jun;28(2):74-7. doi: 10.1136/aim.2009.002055.,A study of acupuncture in Asian patients: clinical aspects and effects on cortical excitability.,https://www.ncbi.nlm.nih.gov/pubmed/20615860
"AbstractINTRODUCTION: Migraine is a serious illness that needs correct treatment for acute attacks and, in addition, a treatment prophylaxis, since patients with migraine suffer during acute attacks and also between attacks.METHODS: A systematic review of the most relevant clinical trials of migraine headache and its epidemiology, pathophysiology, comorbidity, and prophylactic treatment (medical and nonmedical) was carried out using ""Medline"" and ""PsychINFO"" from 1973 to 2009. Approximately 110 trials met our inclusion criteria and were included in the current review.RESULTS: The most effective pharmacological treatment for migraine prophylaxis is propranolol and anticonvulsants such as topiramate, valproic acid, and amitriptyline. Nonmedical treatments such as acupuncture, biofeedback, and melatonin have also been proposed. Peripheral neurostimulation has been suggested for the treatment of chronic daily headache that does not respond to prophylaxis and for the treatment of drug-resistant primary headache. The majority of the pharmacological agents available today have limited efficacy and may cause adverse effects incompatible with long-term use.LIMITATIONS: The review was limited by the highly variable and often insufficient reporting of the complex outcome data and by the fact that migraine prophylaxis trials typically use headache diaries to monitor the course of the disease. The results of the different studies were also presented in different ways, making comparison of the results difficult.DISCUSSION: An adequate prophylaxis is crucial in reducing disability and preventing the evolution of the problem into a chronic progressive illness. The implications of the present findings were discussed.","Pompili M, Serafini G, Innamorati M, Serra G, Dominici G, Fortes-Lindau J, Pastina M, Telesforo L, Lester D, Girardi P, Tatarelli R, Martelletti P",Patient Relat Outcome Meas. 2010 Jul;1:107-18. doi: 10.2147/PROM.S9742. Epub  2010 Sep 17.,Patient outcome in migraine prophylaxis: the role of psychopharmacological agents.,https://www.ncbi.nlm.nih.gov/pubmed/22915957
"AbstractStudying on the acupoints in the hairline region of the scalp, it is discovered that a group of acupoints are orderly arranged in the hairline region of the scalp. Furthermore, the arrangement is highly consistent with the meridian route of zang-fu organs. Manipulating needles at acupoints in the hairline regions of the scalp may treat certain diseases, including insomnia, migraine, and Alzheimer disease. The characteristics of the acupuncture treatment at acupoints in the hairline of scalp resemble the characteristics of ear acupuncture and eye acupuncture. Thus forms a special micro-acupuncture system in the hairline regions of the scalp. This paper states the theoretical basis, the arrangement of acupoints, clinical application and operating norms.","Liu ZB, Niu WM",Zhongguo Zhen Jiu. 2010 Jun;30(6):522-4.,[Micro-acupuncture system in the hairline region of the scalp].,https://www.ncbi.nlm.nih.gov/pubmed/20578396
"AbstractRefering to the oversea evidence-based guidelines for migraine, the authors analyze the compilation characteristics of Guideline for Clinical Practice of Acupuncture in the Treatment of Migraine (WHO WPR) (herein after referred to as ""Guideline""), and briefly explain the range of application, clinical value and attentions of the Guideline. The methodological characteristics of the Guideline are stated from four aspects: general conditions of the included literature, evaluation standard for literature quality, classification standard for evidence level, and classification standard of recommendation. The characteristics of recommended protocol of the Guideline are stated from three aspects: universality, classification method and content.","Wang JJ, Wu ZC, Hu J, Jiao Y, Yang JH",Zhongguo Zhen Jiu. 2010 Apr;30(4):325-8.,[Compilation characteristics and clinical applications of Guideline for Clinical Practice of Acupuncture in the Treatment of Migraine].,https://www.ncbi.nlm.nih.gov/pubmed/20568442
"AbstractHeadache is one of the most frequent reasons for medical consultation in both general practice and neurology clinics.1 Tension-type headaches occur in up to around 80% and migraine occurs in about 15% of the UK adult population.1(,)2 Prescribed and over the counter-medications are taken to alleviate headaches and migraine, but may be used incorrectly.3 In particular, use of some drugs both frequently and regularly can have a paradoxical effect, causing headaches rather than relieving them, and leading to medication overuse headache.4 Acupuncture, which is usually provided privately by an independent acupuncturist,5 is increasingly being used in the NHS, particularly for painful conditions, such as headache.6-8 Here we consider whether acupuncture has a place in the management of patients with tension-type headaches or migraine.",,Drug Ther Bull. 2010 Jun;48(6):62-5. doi: 10.1136/dtb.2010.02.0016.,Acupuncture for tension-type headaches and migraine.,https://www.ncbi.nlm.nih.gov/pubmed/20530027
"AbstractThe needle contact test (NCT) is a diagnostic technique useful to identify, through the contact of the needle on the skin of the ear, the most efficacious points for reducing pain during a migraine attack. The aim of this study was to identify the most important auricular zones for pain control by applying the NCT in a group of 15 women during a unilateral attack of migraine without aura. We also assessed how effective the insertion of a semi-permanent needle in these zones was in reducing the migraine pain during the next 24 h. The most effective tender points in pain control were located on the antero-internal part of the antitragus, the anterior part of the lobe and the upper auricular concha ipsilateral to the side of pain. The insertion of a semi-permanent needle in these zones allowed stable control of the migraine pain, which occurred within 30 min and persisted at the same levels 24 h later (ANOVA for repeated measures: p < 0.01). Pain was tested by using a visual analogue scale; the values recorded were the following: 7.6 +/- 1.6 at baseline and 4.3 +/- 1.7; 4.1 +/- 1.9; 3.9 +/- 1.8; 3.4 +/- 1.8; 2.3 +/- 1.6 after, respectively, 15, 30, 60, 120 min and 24 h.","Allais G, Romoli M, Rolando S, Castagnoli Gabellari I, Benedetto C",Neurol Sci. 2010 Jun;31 Suppl 1:S185-7. doi: 10.1007/s10072-010-0323-4.,Ear acupuncture in unilateral migraine pain.,https://www.ncbi.nlm.nih.gov/pubmed/20464619
"AbstractAcupuncture has been used to both prevent and treat diseases for over 3,000 years. Recently, a Cochrane review on its use in migraine concluded that acupuncture is effective and should be considered as a prophylactic measure for patients with frequent or insufficiently controlled migraine attacks. In contrast, there is no clear evidence to support or refute the use of homeopathy in the management of migraine. Among vitamins and other supplements, riboflavin and coenzyme Q10 significantly decreased the frequency of migraine attacks. Alpha lipoic acid also reduced migraine frequency, albeit not significantly as compared to placebo. The prophylactic efficacy of magnesium, particularly for children and menstrually related migraine, has recently been substantiated. Among the herbal remedies, butterbur significantly decreases attack frequency, whereas the efficacy of feverfew was not confirmed in a Cochrane review, probably because of the 400% variations in the dosage of its active principle. Finally, ginkgolide B has proved significantly effective in controlling migraine with aura and pediatric migraine in uncontrolled studies that need a confirmation.","Schiapparelli P, Allais G, Castagnoli Gabellari I, Rolando S, Terzi MG, Benedetto C",Neurol Sci. 2010 Jun;31 Suppl 1:S137-9. doi: 10.1007/s10072-010-0307-4.,Non-pharmacological approach to migraine prophylaxis: part II.,https://www.ncbi.nlm.nih.gov/pubmed/20464605
"AbstractMigrainous women note a significant improvement in their headaches during pregnancy. However, persistent or residual attacks need to be treated, keeping in mind that many drugs have potential dangerous effects on embryo and foetus. It is evident, therefore, that hygiene and behaviour measures capable of ensuring the best possible well-being (regular meals and balanced diet, restriction of alcohol and smoking, regular sleeping pattern, moderate physical exercise and relaxation) are advisable during pregnancy. Among non-pharmacological migraine prophylaxis only relaxation techniques, in particular biofeedback, and acupuncture have accumulated sufficient evidence in support of their efficacy and safety. Some vitamins and dietary supplements have been proposed: the prophylactic properties of magnesium, riboflavin and coenzyme Q10 are probably low, but their lack of severe adverse effects makes them good treatment options.","Airola G, Allais G, Castagnoli Gabellari I, Rolando S, Mana O, Benedetto C",Neurol Sci. 2010 Jun;31 Suppl 1:S63-5. doi: 10.1007/s10072-010-0276-7.,Non-pharmacological management of migraine during pregnancy.,https://www.ncbi.nlm.nih.gov/pubmed/20464586
"AbstractOBJECTIVE: To observe the effect of electroacupuncture (EA) on cortical spreading depression (CSD) and contents of plasma calcitonin gene-related peptide (CGRP) and substance P (SP) in migraine rats.METHODS: Thirty male SD rats were equally randomized into control, model and EA groups. Migraine model was established by topical application of KCI (3 mol/L) immersed in a piece of filter paper to the cerebral cortex (parietal lobe, 6 mm posterior to the Bregma and 5 mm to the sagital fissure) after exposure of the skull (in reference to Michael' method). KCI stimulation evoked CSD potentials (3 mm rostral to the Bregma, and 2 mm to the sagital fissure) were recorded by using a glass microelectrode. For rats of control group, filter paper containing 0.9% NaCl was applied to the same parietal cortex area. EA (1 mA, 2 Hz/100 Hz) was applied to bilateral ""Yanglingquan"" (GB 34) and ""Taichong"" (LR 3) for 30 min. The contents of plasma CGRP and SP were assayed by radioimmunoassay.RESULTS: CSD was induced 3-5 min after application of KCI to the parietal lobe. The average amplitude of model group was (-25.13 +/- 1.23) mV, and that of EA group was (-19.19 +/- 1.53) mV, displaying a significant reduction of CSD amplitude after EA (P < 0.01). Comparison among 3 groups showed that both plasma CGRP and SP contents in model group were significantly higher than those of control group (P < 0.001, P < 0.01), while compared with model group, plasma CGRP and SP levels in EA group decreased considerably (P < 0.05, P < 0.001), suggesting an inhibitory effect of EA on pain-producing substance.CONCLUSION: EA of GB 34 and LR 3 can effectively suppress KCI provoked cortical spreading depression and plasma CGRP and SP levels in the rat, which may contribute to its effect in relieving migraine in clinic.","Shi H, Li JH, Ji CF, Shang HY, Qiu EC, Wang JJ, Jing XH",Zhen Ci Yan Jiu. 2010 Feb;35(1):17-21.,[Effect of electroacupuncture on cortical spreading depression and plasma CGRP and substance P contents in migraine rats].,https://www.ncbi.nlm.nih.gov/pubmed/20458901
"AbstractOBJECTIVE: The aim of this study was to investigate changes in personal and professional use of acupuncture among physicians in Norway between 1994 and 2004.DESIGN: Postal surveys were used.SETTING: The study was conducted in Norway.SUBJECTS: Proportional, stratified, random samples of working members of the Norwegian Medical Association under 71 years of age were chosen to participate. Sampling frame, sample, and, respondents were, respectively 11,728; 1466; and 1135 (77%) in 1994 and 16,462; 1646; and 962 (58%) in 2004.MAIN OUTCOME MEASURES: The main outcome measures were personal and professional use of acupuncture, which were analyzed overall and separately for gender, age, and position within a year and between years by multivariate logistic regression analysis.RESULTS: The percentage of physicians having used acupuncture for own disease or complaint has more than doubled, 18% in 2004 versus 8% in 1994 (OR 2.19; p < 0.001) and half of the physicians intended to use acupuncture for own disease or complaint, 55% in 2004 and 53% in 1994 (p = 0.245). Four percent (4%) practiced acupuncture in both years and, in 2004, fewer intended to train in acupuncture, 5% in 2004 versus 8% in 1994 (OR 0.64; p = 0.033). In both years, more than a third recommended acupuncture for migraine, 37% and 41% (p = 0.569).CONCLUSIONS: Physicians in 2004, compared to 1994, still had positive attitudes toward acupuncture as a therapeutic method, but were rather acupuncture patients than acupuncturists.","Ytrehus IA, Norheim AJ, Emaus N, Fønnebø V",J Altern Complement Med. 2010 Apr;16(4):449-55. doi: 10.1089/acm.2008.0634.,Physicians become acupuncture patients--not acupuncturists.,https://www.ncbi.nlm.nih.gov/pubmed/20423214
Not found,"Pickett H, Blackwell JC",Am Fam Physician. 2010 Apr 15;81(8):1036-7.,FPIN's clinical inquiries. Acupuncture for migraine headaches.,https://www.ncbi.nlm.nih.gov/pubmed/20387780
"AbstractAcupuncture has been reported to affect the autonomic system. Currently, there are no systematic reviews examining the effect of acupuncture on HRV available in the literature. Therefore, the aim of this systematic review was to summarize and critically assess the effects of acupuncture on heart rate variability. We searched the literature using 14 databases for articles published from the earliest available publications until October 2009 without language restrictions. We included randomized clinical trials (RCTs) comparing acupuncture and sham acupuncture. The risk of bias in each study was assessed using the Cochrane criteria. Twelve RCTs met all of the inclusion criteria. One RCT evaluated the effects of acupuncture in patients with minor depression or anxiety disorders and another RCT examined the effect of acupuncture on migraine patients. Another four RCTs tested the effects of acupuncture in healthy subjects who were exposed to several conditions, including mental stress, fatigue from driving, and caffeine intake. The remaining six RCTs assessed the effects of acupuncture on healthy subjects in a normal state without any stressors. Five RCTs found significant differences in HRV between patients treated with acupuncture versus those treated with sham acupuncture (controls). However, the majority of the other RCTs showed inconsistent results or did not identify significant differences in HRV spectral parameters among individuals treated with acupuncture as compared to those treated with sham acupuncture. In conclusion, sham-controlled RCTs showed variable results and no clear evidence that acupuncture has any specific effects on HRV. Therefore, more rigorous research appears to be warranted.","Lee S, Lee MS, Choi JY, Lee SW, Jeong SY, Ernst E",Auton Neurosci. 2010 Jun 24;155(1-2):5-13. doi: 10.1016/j.autneu.2010.02.003. Epub  2010 Mar 20.,Acupuncture and heart rate variability: a systematic review.,https://www.ncbi.nlm.nih.gov/pubmed/20304708
"AbstractIn order to provide some more scientific and practical advice and tactics for acupuncture in prevention of migraine in clinic, a computer-based information search was conducted in MEDLINE database, and the current reports of clinical trials were summarized and a comparison of Western and Chinese research designs was made. The significant role of acupuncture for prevention of migraine has not been applied in wide range in China until the present day. However, it has been paid great attention in Western countries. This situation might be related to the differences of efficacy assessment of acupuncture between China and Western countries; meanwhile, in the past traditional acupuncturists put much stress on the therapeutic approaches for acute attacks of headache but less on prevention. It is necessary for Chinese doctors to learn from research method in the West and emphasize more on acupuncture for preventing migraine and conduct high-level clinical trials as well. The author recommends that Chinese doctors should select acupuncture points mainly according to meridian syndrome differentiation and apply long term intermittent interventions.",Guo J,Zhong Xi Yi Jie He Xue Bao. 2010 Mar;8(3):210-4.,[Tactics of acupuncture for migraine prophylaxis].,https://www.ncbi.nlm.nih.gov/pubmed/20226140
"AbstractMigraine is a common and disabling brain disorder with a strong inherited component. Because patients with migraine have severe and disabling attacks usually of headache with other symptoms of sensory disturbance (eg, light and sound sensitivity), medical treatment is often required. Patients can be managed by use of acute attack therapies (eg, simple analgesics or non-steroidal anti-inflammatory drugs) or specific agents with vasoconstrictor properties (ie, triptans or ergot derivatives). Future non-vasoconstrictor approaches include calcitonin gene-related peptide receptor antagonists. Preventive therapy is probably indicated in about a third of patients with migraine, and a broad range of pharmaceutical and non-pharmaceutical options exist. Medication overuse is an important concern in migraine therapeutics and needs to be identified and managed. In most patients, migraine can be improved with careful attention to the details of therapy, and in those for whom it cannot, neuromodulation approaches, such as occipital nerve stimulation, are currently being actively studied and offer much promise.","Goadsby PJ, Sprenger T",Lancet Neurol. 2010 Mar;9(3):285-98. doi: 10.1016/S1474-4422(10)70005-3.,Current practice and future directions in the prevention and acute management of migraine.,https://www.ncbi.nlm.nih.gov/pubmed/20170842
"AbstractWith the increased incidence of migraine headaches noted in the military population it becomes imperative to find safe and effective treatment options for soldiers. Acupuncture may be one of those options. This pilot study used a standardized set of well-known acupuncture points over a predetermined time interval on 26 subjects suffering from chronic daily headache, the majority being migraineurs, and found a reduction in the frequency and intensity of their headaches. Headache calendars and validated measurements were compared 12 weeks before and 12 weeks after the acupuncture intervention. Results showed continued improvements 12 weeks after the last treatment. Traditionally, acupuncture treatments are individualized at each visit. However the absence of a standardized treatment regimen obstructs data reproducibility across the discipline. A standardized approach may be useful. Variations of these acupuncture points have been used in recent research studies for migraines and acupuncture for headaches for the past 2,000 years.","Plank S, Goodard J",Mil Med. 2009 Dec;174(12):1276-81.,The effectiveness of acupuncture for chronic daily headache: an outcomes study.,https://www.ncbi.nlm.nih.gov/pubmed/20055068
Not found,Guirguis-Blake J,Am Fam Physician. 2010 Jan 1;81(1):29.,Effectiveness of acupuncture for migraine prophylaxis.,https://www.ncbi.nlm.nih.gov/pubmed/20052960
Not found,"Kong KH, Ng WW",Acupunct Med. 2009 Dec;27(4):187-8. doi: 10.1136/aim.2009.001388.,Treatment of chronic pain with an auricular acupuncture device (P-Stim) in Singapore.,https://www.ncbi.nlm.nih.gov/pubmed/19942728
Not found,Wallasch TM,MMW Fortschr Med. 2009 Oct 22;151(43):42-3.,[Migraine and tension headache. Complementary and alternative methods].,https://www.ncbi.nlm.nih.gov/pubmed/19938801
"AbstractBetween 1986 and 2003, research efforts on complementary and alternative medicine (CAM) were subsidized by the Dutch government. This led to 12 academic theses and a considerable number of papers in medical journals. In our review, we have summarized the results of this research, grouped by therapeutic category (that is, acupuncture, paranormal therapies, naturopathy, manual therapies, homeopathy and anthroposophical medicine.) Of the 12 theses, four were written in Dutch, three of which were not subsequently published in peer-reviewed journals, while the fourth, on enzyme therapy, led to a number of papers in Dutch medical journals. In three instances, mildly positive findings were reported: on the efficacy of manual therapies, the use of acupuncture analgesia in surgery, and an elimination diet against migraine and tension headaches. These positive conclusions can easily be explained by methodological shortcomings (e.g., not using credible placebo-control groups); in the other nine theses, the researchers themselves had drawn negative conclusions. The Dutch government ended its financial support for CAM research in 2006.",Renckens CN,Eval Health Prof. 2009 Dec;32(4):431-50. doi: 10.1177/0163278709346815. Epub  2009 Nov 18.,A Dutch view of the ''science'' of CAM 1986--2003.,https://www.ncbi.nlm.nih.gov/pubmed/19926606
"AbstractIn the present paper, the authors sum up the same and different view points about acupuncture treatment of migraine in the ancient and modern clinical practice, and make a detailed explanation from three aspects: 1) the therapeutic principles, handed down from the ancient times, and still surviving in clinical practice nowadays; 2) the traditional principles recorded only in the ancient literature but given up in modern treatment; and 3) the new therapeutic principles innovated in modern clinical practice. Further comprehensive analysis reveals that the modern therapeutic principles for migraine are still relatively simple in spite of having some rather strong advantages, and some important traditional therapeutic principles have been lost unfortunately. The authors strongly recommend that the migraine, a commonly seen problem in clinic, may be managed from a new angle, i.e., solving it by puncturing acupoints of both Shaoyang and Taiyang meridians on the severer side.","Hu J, Wu ZC, Wang JJ, Jiao Y",Zhen Ci Yan Jiu. 2009 Aug;34(4):276-8.,[Comparison between modern and ancient thoughts about acupuncture treatment of migraine].,https://www.ncbi.nlm.nih.gov/pubmed/19916294
"AbstractAcupuncture is increasingly used as an alternative or complementary therapy for the treatment of pain. It is well tolerated, with a low risk of serious adverse effects. Traditional and modern acupuncture techniques may result in reported improvement in pain patterns. Research on acupuncture has had a number of limitations, including: incomplete understanding of the physiologic effects of acupuncture; ineffective blinding of participants; unclear adequacy of acupuncture ""dose;"" difficulty in identification of suitable sham or placebo treatments; and the use of standardized treatment regimens rather than the individualized approach that characterizes most acupuncture practice. Controlled trials have been published regarding acupuncture for lumbar, shoulder, and neck pain; headache; arthritis; fibromyalgia; temporomandibular joint pain; and other pain syndromes. Enough data are available for some conditions to allow systematic evaluations or meta-analyses. Based on published evidence, acupuncture is most likely to benefit patients with low back pain, neck pain, chronic idiopathic or tension headache, migraine, and knee osteoarthritis. Promising but less definitive data exist for shoulder pain, fibromyalgia, temporomandibular joint pain, and postoperative pain. Acupuncture has not been proven to improve pain from rheumatoid arthritis. For other pain conditions, there is not enough evidence to draw conclusions.",Kelly RB,Am Fam Physician. 2009 Sep 1;80(5):481-4.,Acupuncture for pain.,https://www.ncbi.nlm.nih.gov/pubmed/19725489
Not found,Diener HC,Nat Rev Neurol. 2009 Sep;5(9):469-70. doi: 10.1038/nrneurol.2009.129.,Migraine: is acupuncture clinically viable for treating acute migraine?,https://www.ncbi.nlm.nih.gov/pubmed/19724296
Not found,Wu GC,Chin J Integr Med. 2009 Aug;15(4):248-50. doi: 10.1007/s11655-009-0248-z. Epub  2009 Aug 18.,Acupuncture analgesia in migraine.,https://www.ncbi.nlm.nih.gov/pubmed/19688310
"AbstractA growing number of clinical trials are testing Chinese acupuncture in the management of headache disorders. Little is known, however, about the relationship between International Headache Society diagnostic criteria and traditional Chinese medicine (TCM) diagnosis in primary headache disorders. We conducted a secondary analysis of the data of the prospective, controlled, blinded German acupuncture trials for migraine and tension-type headache. Data were collected from 1042 headache patients, of whom 633 were diagnosed with migraine and 409 with tension-type headache. We found that the diagnoses of migraine and tension-type headache were mirrored by different patterns of TCM diagnoses, with the patterns Liver Yang Rising, Liver Fire Rising, and Phlegm appearing to be best suited to differentiating between migraine and tension-type headache. Although not unexpected, given that the diagnosis of primary headache disorders in both diagnostic systems is based largely on the nature and quality of patient-reported symptoms, this finding suggests that migraine and tension-type headache are associated with different patterns of TCM diagnosis.","Böwing G, Zhou J, Endres HG, Coeytaux RR, Diener HC, Molsberger AF",Cephalalgia. 2010 Feb;30(2):224-32. doi: 10.1111/j.1468-2982.2009.01921.x.,Differences in Chinese diagnoses for migraine and tension-type headache: an analysis of the German acupuncture trials (GERAC) for headache.,https://www.ncbi.nlm.nih.gov/pubmed/19614709
"AbstractFor the conclusion of ""no difference between the acupuncture and sham-acupuncture in the clinically therapeutic effects on migraine abroad"", by description of definition of sham-acupuncture (placebo acupuncture), the following principle needed by ideal placebo acupuncture, and definition, parts, functions and clinical effects of shallow needling, whether or not can shallow needling be used as the control method of sham-acupuncture in the clinical acupuncture study are explored, the results indicate that ""the called sham-acupuncture (placebo acupuncture)"" control method, i.e., ""needling acupoints or non-acupoints on the superficial lay of skin with minimal stimulating amount"" is very possibly activates the regulative action of the whole body through ""superficially needling the skin part"", to exert the therapeutic action. Therefore, this control method is not a proper control method of placebo acupuncture, and can not be used as the control method for sham-acupuncture (placebo acupuncture) in clinical acupuncture studies. Thus, the conclusion of ""no difference between the acupuncture and sham-acupuncture in the clinically therapeutic effects"" made by this placebo acupuncture control method naturally may be overturned.","Wang JJ, Wu ZC",Zhongguo Zhen Jiu. 2009 Apr;29(4):315-9.,[Thinking about the conclusion of no difference between the acupuncture and sham-acupuncture in the clinically therapeutic effects on migraine abroad].,https://www.ncbi.nlm.nih.gov/pubmed/19565742
"AbstractOBJECTIVE: To investigate the therapeutic effect and safety of acupuncture at points of The Liver and Gallbladder Meridians for treatment of migraine.METHODS: Multi-central, randomized and controlled trial was used and 253 cases of migraine were divided into an acupuncture group and a western medicine group. The acupuncture group was treated with acupuncture at points of The Liver and Gallbladder Channels with Taichong (LR 3), Yang-lingquan (GB 34), Fengchi (GB 20), Ququan (LR 8) selected as main points, and the western medicine group with oral administration of Flunarizine tablets for 4 therapeutic courses. The total therapeutic effects 3 and 6 months after the treatment, the scores of various symptoms of migraine before and after treatment, and the stability of therapeutic effect in one-year following-up survey were observed in the two groups.RESULTS: After treatment, mean times and duration of the headache attack were significantly improved in the two groups (all P < 0.01) with the acupuncture group better than the western medicine group (P < 0.05). The total effective rates for stopping pain after treatment, 3 months and 6 months after treatment in the acupuncture group were 93.0%, 93.0% and 87.7%, respectively, which were better than 85.6%, 86.5% and 69.2% in the western medication group (all P < 0.01). One year later, the stability of the therapeutic effect in the acupuncture group was better than that in the western medicine group (P < 0.05); the adverse reaction and the compliance in the acupuncture group were significantly superior to those in the western medicine group.CONCLUSION: Acupuncture at points of The Liver and Gallbladder Meridians for treatment of migraine is safe, effective, and with stable long-term therapeutic effect.","Zhong GW, Li W, Luo YH, Wang SE, Wu QM, Zhou B, Chen JJ, Liu BL",Zhongguo Zhen Jiu. 2009 Apr;29(4):259-63.,[Acupuncture at points of the liver and gallbladder meridians for treatment of migraine: a multi-center randomized and controlled study].,https://www.ncbi.nlm.nih.gov/pubmed/19565729
"AbstractA comparison of recognition to migraine and treatment methods for it was made between traditional Chinese medicine and western medicine in this paper. Emphasis was made on standardized manipulation processes and techniques of sharp hooked needling for treating the disease, based on both the organic conception of the human body, the theory held by TCM, and on the principle of treatment according to pathogenesis obtained through differentiation of symptoms and signs. The necessary preparation before operations, methods for its application and announcements in the standardized manipulations of sharp hooked needling were all explained in detail. Based on its needling, pricking, dissecting and relaxing effects, the mechanisms of sharp hooked needling in treating the disease were investigated. It is concluded that sharp hooked needling is very effective in treating migraine.","Jin CN, Zhang TS, Guan F, Ji LX, Li L, Li XH, Hao SF, Yuan Y",Zhongguo Zhen Jiu. 2009 Jun;29(6):508-9.,[Standardized manipulations of sharp hooked needling for treating migraine and investigation on its mechanisms].,https://www.ncbi.nlm.nih.gov/pubmed/19563204
